chapter_number	verse_number	token_number	arabic	embedding_id	translation	pause_mark	irab_end	chunk_end
7	88	1	قَالَ	9	Said	0	0	0
7	88	2	ٱلْمَلَأُ	7397	the chiefs	0	0	0
7	88	3	ٱلَّذِينَ	101	(of) those who	0	1	0
7	88	4	ٱسْتَكْبَرُوا۟	38650	were arrogant	0	0	0
7	88	5	مِن	2	among	0	0	0
7	88	6	قَوْمِهِۦ	2135	his people,	0	1	1
7	88	7	لَنُخْرِجَنَّكَ	142644	"We will surely drive you out	0	0	0
7	88	8	يَٰشُعَيْبُ	1795	O Shuaib!	0	1	1
7	88	9	وَٱلَّذِينَ	1426	And those who	0	0	0
7	88	10	ءَامَنُوا۟	992	(have) believed	0	0	0
7	88	11	مَعَكَ	2724	with you	0	0	0
7	88	12	مِن	2	from	0	0	0
7	88	13	قَرْيَتِنَآ	88040	our city,	0	1	1
7	88	14	أَوْ	14	or	0	0	0
7	88	15	لَتَعُودُنَّ	94759	you must return	0	1	0
7	88	16	فِى	1	to	0	0	0
7	88	17	مِلَّتِنَا	64325	our religion."	5	0	1
7	88	18	قَالَ	9	He said,	0	1	0
7	88	19	أَوَلَوْ	14024	"Even if	0	0	0
7	88	20	كُنَّا	946	we are	0	0	0
7	88	21	كَٰرِهِينَ	82662	(the) ones who hate (it)?	0	1	1
7	89	1	قَدِ	51	Verily,	0	0	0
7	89	2	ٱفْتَرَيْنَا	149139	we would have fabricated	0	1	0
7	89	3	عَلَى	5	against	0	0	0
7	89	4	ٱللَّهِ	4	Allah	0	0	0
7	89	5	كَذِبًا	9666	a lie	0	0	1
7	89	6	إِنْ	3	if	0	1	0
7	89	7	عُدْنَا	24827	we returned	0	0	0
7	89	8	فِى	1	in	0	0	0
7	89	9	مِلَّتِكُم	78460	your religion	0	1	1
7	89	10	بَعْدَ	45	after	0	0	0
7	89	11	إِذْ	179	[when]	0	0	0
7	89	12	نَجَّىٰنَا	101508	saved us	0	0	0
7	89	13	ٱللَّهُ	4	Allah	0	0	0
7	89	14	مِنْهَا	98	from it.	5	1	1
7	89	15	وَمَا	76	And not	0	0	0
7	89	16	يَكُونُ	65	it is	0	0	0
7	89	17	لَنَآ	286	for us	0	0	0
7	89	18	أَن	3	that	0	0	0
7	89	19	نَّعُودَ	20057	we return	0	0	0
7	89	20	فِيهَآ	63	in it	0	1	1
7	89	21	إِلَّآ	27	except	0	0	0
7	89	22	أَن	3	that	0	0	0
7	89	23	يَشَآءَ	1761	wills	0	0	0
7	89	24	ٱللَّهُ	4	Allah -	0	0	0
7	89	25	رَبُّنَا	1228	our Lord.	5	1	1
7	89	26	وَسِعَ	9926	Encompasses	0	0	0
7	89	27	رَبُّنَا	1228	(by) Our Lord	0	1	0
7	89	28	كُلَّ	43	every	0	0	0
7	89	29	شَىْءٍ	119	thing	0	0	0
7	89	30	عِلْمًا	921	(in) knowledge.	5	1	1
7	89	31	عَلَى	5	Upon	0	0	0
7	89	32	ٱللَّهِ	4	Allah	0	0	0
7	89	33	تَوَكَّلْنَا	46680	we put our trust.	5	1	1
7	89	34	رَبَّنَا	1228	Our Lord!	0	1	0
7	89	35	ٱفْتَحْ	9912	Decide	0	0	0
7	89	36	بَيْنَنَا	2952	between us	0	1	0
7	89	37	وَبَيْنَ	337	and between	0	0	0
7	89	38	قَوْمِنَا	22926	our people	0	0	0
7	89	39	بِٱلْحَقِّ	2073	in truth	0	1	1
7	89	40	وَأَنتَ	981	and You	0	0	0
7	89	41	خَيْرُ	269	(are the) Best	0	0	0
7	89	42	ٱلْفَٰتِحِينَ	46121	(of) those who Decide."	0	1	1
7	90	1	وَقَالَ	48	And said	0	0	0
7	90	2	ٱلْمَلَأُ	7397	the chiefs	0	0	0
7	90	3	ٱلَّذِينَ	101	(of) those who	0	1	0
7	90	4	كَفَرُوا۟	2314	disbelieved	0	0	0
7	90	5	مِن	2	among	0	0	0
7	90	6	قَوْمِهِۦ	2135	his people,	0	1	1
7	90	7	لَئِنِ	4810	"If	0	0	0
7	90	8	ٱتَّبَعْتُمْ	124616	you follow	0	0	0
7	90	9	شُعَيْبًا	35469	Shuaib,	0	1	1
7	90	10	إِنَّكُمْ	2845	indeed, you	0	0	0
7	90	11	إِذًا	35	then	0	0	0
7	90	12	لَّخَٰسِرُونَ	103834	(will be) certainly losers."	0	1	1
7	91	1	فَأَخَذَتْهُمُ	38106	Then seized them	0	0	0
7	91	2	ٱلرَّجْفَةُ	50248	the earthquake,	0	1	1
7	91	3	فَأَصْبَحُوا۟	23354	then they became	0	0	0
7	91	4	فِى	1	in	0	0	0
7	91	5	دَارِهِمْ	24021	their home(s)	0	0	0
7	91	6	جَٰثِمِينَ	66568	fallen prone.	0	1	1
7	92	1	ٱلَّذِينَ	101	Those who	0	0	0
7	92	2	كَذَّبُوا۟	8296	denied	0	0	0
7	92	3	شُعَيْبًا	35469	Shuaib	0	1	0
7	92	4	كَأَن	16	(became) as if	0	0	0
7	92	5	لَّمْ	24	not	0	0	0
7	92	6	يَغْنَوْا۟	61930	they (had) lived	0	0	0
7	92	7	فِيهَا	63	therein.	5	1	1
7	92	8	ٱلَّذِينَ	101	Those who	0	0	0
7	92	9	كَذَّبُوا۟	8296	denied	0	0	0
7	92	10	شُعَيْبًا	35469	Shuaib,	0	0	0
7	92	11	كَانُوا۟	302	they were	0	1	0
7	92	12	هُمُ	265	them	0	0	0
7	92	13	ٱلْخَٰسِرِينَ	20122	the losers.	0	1	1
7	93	1	فَتَوَلَّىٰ	40826	So he turned away	0	0	0
7	93	2	عَنْهُمْ	505	from them	0	0	0
7	93	3	وَقَالَ	48	and said,	0	1	0
7	93	4	يَٰقَوْمِ	640	"O my people!	0	1	1
7	93	5	لَقَدْ	412	Verily,	0	0	0
7	93	6	أَبْلَغْتُكُمْ	94847	I (have) conveyed to you	0	1	0
7	93	7	رِسَٰلَٰتِ	34758	(the) Messages	0	0	0
7	93	8	رَبِّى	1340	(of) my Lord	0	1	0
7	93	9	وَنَصَحْتُ	58742	and advised	0	0	0
7	93	10	لَكُمْ	366	[to] you.	3	1	1
7	93	11	فَكَيْفَ	1000	So how could	0	0	0
7	93	12	ءَاسَىٰ	33800	I grieve	0	1	0
7	93	13	عَلَىٰ	5	for	0	0	0
7	93	14	قَوْمٍ	640	a people	0	0	0
7	93	15	كَٰفِرِينَ	23613	(who are) disbelievers?"	0	1	1
7	94	1	وَمَآ	76	And not	0	0	0
7	94	2	أَرْسَلْنَا	8177	We sent	0	1	0
7	94	3	فِى	1	in	0	0	0
7	94	4	قَرْيَةٍ	1407	a city	0	0	0
7	94	5	مِّن	2	any	0	0	0
7	94	6	نَّبِىٍّ	1526	Prophet	0	1	1
7	94	7	إِلَّآ	27	except	0	0	0
7	94	8	أَخَذْنَآ	10882	We seized	0	1	0
7	94	9	أَهْلَهَا	1831	its people	0	0	0
7	94	10	بِٱلْبَأْسَآءِ	96149	with adversity	0	0	0
7	94	11	وَٱلضَّرَّآءِ	24221	and hardship,	0	1	1
7	94	12	لَعَلَّهُمْ	9652	so that they may	0	0	0
7	94	13	يَضَّرَّعُونَ	159551	(become) humble.	0	1	1
7	95	1	ثُمَّ	36	Then	0	0	0
7	95	2	بَدَّلْنَا	70080	We changed	0	0	0
7	95	3	مَكَانَ	639	(in) place	0	0	0
7	95	4	ٱلسَّيِّئَةِ	0	(of) the bad	0	0	0
7	95	5	ٱلْحَسَنَةَ	5319	the good,	0	1	1
7	95	6	حَتَّىٰ	52	until	0	0	0
7	95	7	عَفَوا۟	4104	they increased	0	0	0
7	95	8	وَّقَالُوا۟	1683	and said,	0	1	0
7	95	9	قَدْ	51	"Verily,	0	0	0
7	95	10	مَسَّ	6278	(had) touched	0	0	0
7	95	11	ءَابَآءَنَا	25654	our forefathers	0	0	0
7	95	12	ٱلضَّرَّآءُ	43918	the adversity	0	0	0
7	95	13	وَٱلسَّرَّآءُ	118960	and the ease."	0	1	1
7	95	14	فَأَخَذْنَٰهُم	65626	So We seized them	0	0	0
7	95	15	بَغْتَةً	18289	suddenly,	0	1	1
7	95	16	وَهُمْ	331	while they	0	0	0
7	95	17	لَا	10	(did) not	0	0	0
7	95	18	يَشْعُرُونَ	11126	perceive.	0	1	1
7	96	1	وَلَوْ	131	And if	0	0	0
7	96	2	أَنَّ	3	[that]	0	0	0
7	96	3	أَهْلَ	82	people	0	0	0
7	96	4	ٱلْقُرَىٰٓ	2959	(of) the cities	0	1	0
7	96	5	ءَامَنُوا۟	992	(had) believed	0	0	0
7	96	6	وَٱتَّقَوْا۟	7974	and feared Allah	0	1	1
7	96	7	لَفَتَحْنَا	82505	surely We (would have) opened	0	0	0
7	96	8	عَلَيْهِم	193	upon them	0	1	0
7	96	9	بَرَكَٰتٍ	13389	blessings	0	0	0
7	96	10	مِّنَ	2	from	0	0	0
7	96	11	ٱلسَّمَآءِ	559	the heaven	0	0	0
7	96	12	وَٱلْأَرْضِ	1259	and the earth	0	1	1
7	96	13	وَلَٰكِن	142	but	0	0	0
7	96	14	كَذَّبُوا۟	8296	they denied.	0	1	1
7	96	15	فَأَخَذْنَٰهُم	65626	So We seized them	0	1	0
7	96	16	بِمَا	90	for what	0	0	0
7	96	17	كَانُوا۟	302	they used to	0	0	0
7	96	18	يَكْسِبُونَ	25282	earn.	0	1	1
7	97	1	أَفَأَمِنَ	99381	Then did feel secure	0	0	0
7	97	2	أَهْلُ	82	(the) people	0	0	0
7	97	3	ٱلْقُرَىٰٓ	2959	(of) the cities	0	1	0
7	97	4	أَن	3	that	0	0	0
7	97	5	يَأْتِيَهُم	14202	comes to them	0	0	0
7	97	6	بَأْسُنَا	30424	Our punishment	0	1	0
7	97	7	بَيَٰتًا	69419	(at) night	0	1	1
7	97	8	وَهُمْ	331	while they	0	0	0
7	97	9	نَآئِمُونَ	956878	(were) asleep?	0	1	1
7	98	1	أَوَأَمِنَ	173489	Or felt secure	0	0	0
7	98	2	أَهْلُ	82	(the) people	0	0	0
7	98	3	ٱلْقُرَىٰٓ	2959	(of) the cities	0	0	0
7	98	4	أَن	3	that	0	0	0
7	98	5	يَأْتِيَهُم	14202	comes to them	0	0	0
7	98	6	بَأْسُنَا	30424	Our punishment	0	0	0
7	98	7	ضُحًى	13597	(in) daylight	0	0	1
7	98	8	وَهُمْ	331	while they	0	0	0
7	98	9	يَلْعَبُونَ	17528	(were) playing?	0	1	1
7	99	1	أَفَأَمِنُوا۟	100095	Then did they feel secure	0	0	0
7	99	2	مَكْرَ	15901	(from the) plan	0	0	0
7	99	3	ٱللَّهِ	4	(of) Allah?	5	1	1
7	99	4	فَلَا	81	But not	0	0	0
7	99	5	يَأْمَنُ	11632	feel secure	0	0	0
7	99	6	مَكْرَ	15901	(from the) plan	0	0	0
7	99	7	ٱللَّهِ	4	(of) Allah	0	1	0
7	99	8	إِلَّا	27	except	0	0	0
7	99	9	ٱلْقَوْمُ	846	the people	0	0	0
7	99	10	ٱلْخَٰسِرُونَ	32702	(who are) the losers.	0	1	1
7	100	1	أَوَلَمْ	10171	Would it not	0	0	0
7	100	2	يَهْدِ	26436	guide	0	1	0
7	100	3	لِلَّذِينَ	4178	[for] those who	0	0	0
7	100	4	يَرِثُونَ	29716	inherit	0	0	0
7	100	5	ٱلْأَرْضَ	178	the land	0	1	0
7	100	6	مِنۢ	2	from	0	0	0
7	100	7	بَعْدِ	45	after	0	0	0
7	100	8	أَهْلِهَآ	1831	its people	0	1	1
7	100	9	أَن	3	that	0	0	0
7	100	10	لَّوْ	97	if	0	0	0
7	100	11	نَشَآءُ	14627	We willed,	0	1	0
7	100	12	أَصَبْنَٰهُم	149973	We (could) afflict them	0	0	0
7	100	13	بِذُنُوبِهِمْ	34217	for their sins	5	1	1
7	100	14	وَنَطْبَعُ	145907	and We put a seal	0	0	0
7	100	15	عَلَىٰ	5	over	0	0	0
7	100	16	قُلُوبِهِمْ	2063	their hearts	0	1	1
7	100	17	فَهُمْ	738	so they	0	0	0
7	100	18	لَا	10	(do) not	0	0	0
7	100	19	يَسْمَعُونَ	9257	hear?	0	1	1
7	101	1	تِلْكَ	157	These	0	0	0
7	101	2	ٱلْقُرَىٰ	2959	(were) the cities -	0	0	0
7	101	3	نَقُصُّ	1090	We relate	0	0	0
7	101	4	عَلَيْكَ	415	to you	0	1	0
7	101	5	مِنْ	2	of	0	0	0
7	101	6	أَنۢبَآئِهَا	0	their news.	5	1	1
7	101	7	وَلَقَدْ	912	And certainly	0	0	0
7	101	8	جَآءَتْهُمْ	19945	came to them	0	0	0
7	101	9	رُسُلُهُم	28169	their Messengers	0	0	0
7	101	10	بِٱلْبَيِّنَٰتِ	19439	with clear proofs,	0	1	1
7	101	11	فَمَا	287	but not	0	0	0
7	101	12	كَانُوا۟	302	they were	0	1	0
7	101	13	لِيُؤْمِنُوا۟	0	to believe	0	1	0
7	101	14	بِمَا	90	in what	0	0	0
7	101	15	كَذَّبُوا۟	8296	they (had) denied	0	1	0
7	101	16	مِن	2	from	0	0	0
7	101	17	قَبْلُ	74	before.	5	1	1
7	101	18	كَذَٰلِكَ	238	Thus	0	0	0
7	101	19	يَطْبَعُ	17684	(has been) put a seal	0	0	0
7	101	20	ٱللَّهُ	4	(by) Allah	0	1	0
7	101	21	عَلَىٰ	5	on	0	0	0
7	101	22	قُلُوبِ	3534	(the) hearts	0	0	0
7	101	23	ٱلْكَٰفِرِينَ	4307	(of) the disbelievers.	0	1	1
7	102	1	وَمَا	76	And not	0	0	0
7	102	2	وَجَدْنَا	6628	We found	0	1	0
7	102	3	لِأَكْثَرِهِم	101974	for most of them	0	0	0
7	102	4	مِّنْ	2	any	0	0	0
7	102	5	عَهْدٍ	1001	covenant.	3	1	1
7	102	6	وَإِن	44	But	0	0	0
7	102	7	وَجَدْنَآ	6628	We found	0	0	0
7	102	8	أَكْثَرَهُمْ	5856	most of them	0	1	0
7	102	9	لَفَٰسِقِينَ	156567	certainly, defiantly disobedient.	0	1	1
7	103	1	ثُمَّ	36	Then	0	0	0
7	103	2	بَعَثْنَا	20259	We sent	0	0	0
7	103	3	مِنۢ	2	from	0	0	0
7	103	4	بَعْدِهِم	3947	after them	0	1	0
7	103	5	مُّوسَىٰ	228	Musa	0	0	0
7	103	6	بِـَٔايَٰتِنَآ	12393	with Our Signs	0	1	1
7	103	7	إِلَىٰ	8	to	0	0	0
7	103	8	فِرْعَوْنَ	2391	Firaun	0	0	0
7	103	9	وَمَلَإِي۟هِۦ	1059866	and his chiefs,	0	1	1
7	103	10	فَظَلَمُوا۟	95004	But they were unjust	0	0	0
7	103	11	بِهَا	67	to them.	3	1	1
7	103	12	فَٱنظُرْ	5976	So see	0	1	0
7	103	13	كَيْفَ	328	how	0	0	0
7	103	14	كَانَ	16	was	0	0	0
7	103	15	عَٰقِبَةُ	9057	(the) end	0	0	0
7	103	16	ٱلْمُفْسِدِينَ	19635	(of) the corrupters.	0	1	1
7	104	1	وَقَالَ	48	And said	0	0	0
7	104	2	مُوسَىٰ	228	Musa,	0	0	0
7	104	3	يَٰفِرْعَوْنُ	2391	"O Firaun!	0	1	1
7	104	4	إِنِّى	256	Indeed, I am	0	0	0
7	104	5	رَسُولٌ	53	a Messenger	0	0	0
7	104	6	مِّن	2	from	0	0	0
7	104	7	رَّبِّ	393	(the) Lord	0	0	0
7	104	8	ٱلْعَٰلَمِينَ	1277	(of) the worlds	0	1	1
7	105	1	حَقِيقٌ	31793	Obligated	0	0	0
7	105	2	عَلَىٰٓ	5	on	0	0	0
7	105	3	أَن	3	that	0	0	0
7	105	4	لَّآ	10	not	0	0	0
7	105	5	أَقُولَ	712	I say	0	1	0
7	105	6	عَلَى	5	about	0	0	0
7	105	7	ٱللَّهِ	4	Allah	0	0	0
7	105	8	إِلَّا	27	except	0	0	0
7	105	9	ٱلْحَقَّ	236	the truth.	5	1	1
7	105	10	قَدْ	51	Verily,	0	0	0
7	105	11	جِئْتُكُم	287011	I (have) come to you	0	1	0
7	105	12	بِبَيِّنَةٍ	12424	with a clear Sign	0	0	0
7	105	13	مِّن	2	from	0	0	0
7	105	14	رَّبِّكُمْ	2625	your Lord,	0	1	1
7	105	15	فَأَرْسِلْ	5776	so send	0	0	0
7	105	16	مَعِىَ	2689	with me	0	1	0
7	105	17	بَنِىٓ	282	(the) Children	0	0	0
7	105	18	إِسْرَٰٓءِيلَ	787647	(of) Israel."	0	1	1
7	106	1	قَالَ	9	He said,	0	0	0
7	106	2	إِن	3	"If	0	0	0
7	106	3	كُنتَ	278	you have	0	1	0
7	106	4	جِئْتَ	17076	come	0	0	0
7	106	5	بِـَٔايَةٍ	7595	with a Sign,	0	1	1
7	106	6	فَأْتِ	6522	then bring	0	0	0
7	106	7	بِهَآ	67	it	0	1	1
7	106	8	إِن	3	if	0	0	0
7	106	9	كُنتَ	278	you are	0	0	0
7	106	10	مِنَ	2	of	0	0	0
7	106	11	ٱلصَّٰدِقِينَ	12627	the truthful."	0	1	1
7	107	1	فَأَلْقَىٰ	19359	So he threw	0	0	0
7	107	2	عَصَاهُ	20323	his staff,	0	1	1
7	107	3	فَإِذَا	164	and suddenly	0	0	0
7	107	4	هِىَ	86	it	0	0	0
7	107	5	ثُعْبَانٌ	49761	(was) a serpent,	0	0	0
7	107	6	مُّبِينٌ	4228	manifest.	0	1	1
7	108	1	وَنَزَعَ	9373	And he drew out	0	0	0
7	108	2	يَدَهُۥ	838	his hand	0	0	1
7	108	3	فَإِذَا	164	and suddenly	0	0	0
7	108	4	هِىَ	86	it	0	0	0
7	108	5	بَيْضَآءُ	6345	(was) white	0	1	0
7	108	6	لِلنَّٰظِرِينَ	51374	for the observers.	0	1	1
7	109	1	قَالَ	9	Said	0	0	0
7	109	2	ٱلْمَلَأُ	7397	the chiefs	0	0	0
7	109	3	مِن	2	of	0	0	0
7	109	4	قَوْمِ	640	(the) people	0	0	0
7	109	5	فِرْعَوْنَ	2391	(of) Firaun,	0	1	1
7	109	6	إِنَّ	3	"Indeed,	0	0	0
7	109	7	هَٰذَا	12	this	0	0	0
7	109	8	لَسَٰحِرٌ	87506	(is) surely a magician -	0	0	0
7	109	9	عَلِيمٌ	3923	learned.	0	1	1
7	110	1	يُرِيدُ	549	He wants	0	0	0
7	110	2	أَن	3	to	0	0	0
7	110	3	يُخْرِجَكُم	76839	drive you out	0	1	0
7	110	4	مِّنْ	2	from	0	0	0
7	110	5	أَرْضِكُمْ	52008	your land,	3	1	1
7	110	6	فَمَاذَا	5979	so what	0	0	0
7	110	7	تَأْمُرُونَ	39576	(do) you instruct?"	0	1	1
7	111	1	قَالُوٓا۟	266	They said,	0	0	0
7	111	2	أَرْجِهْ	81538	"Postpone him	0	0	0
7	111	3	وَأَخَاهُ	36012	and his brother,	0	1	1
7	111	4	وَأَرْسِلْ	8674	and send	0	0	0
7	111	5	فِى	1	in	0	0	0
7	111	6	ٱلْمَدَآئِنِ	259913	the cities	0	1	0
7	111	7	حَٰشِرِينَ	95273	gatherers.	0	1	1
7	112	1	يَأْتُوكَ	52728	They (will) bring to you	0	1	0
7	112	2	بِكُلِّ	753	[with] every	0	0	0
7	112	3	سَٰحِرٍ	17815	magician,	0	0	0
7	112	4	عَلِيمٍ	3923	learned."	0	1	1
7	113	1	وَجَآءَ	1738	So came	0	0	0
7	113	2	ٱلسَّحَرَةُ	15661	the magicians	0	0	0
7	113	3	فِرْعَوْنَ	2391	(to) Firaun.	0	1	1
7	113	4	قَالُوٓا۟	266	They said,	0	1	0
7	113	5	إِنَّ	3	"Indeed,	0	0	0
7	113	6	لَنَا	286	for us	0	0	0
7	113	7	لَأَجْرًا	80161	surely (will be) a reward	0	1	1
7	113	8	إِن	3	if	0	0	0
7	113	9	كُنَّا	946	we are	0	1	0
7	113	10	نَحْنُ	660	[we]	0	0	0
7	113	11	ٱلْغَٰلِبِينَ	75824	the victors."	0	1	1
7	114	1	قَالَ	9	He said,	0	0	0
7	114	2	نَعَمْ	339	"Yes,	0	1	0
7	114	3	وَإِنَّكُمْ	22004	and indeed you	0	0	0
7	114	4	لَمِنَ	353	surely (will be) of	0	0	0
7	114	5	ٱلْمُقَرَّبِينَ	15092	the ones who are near."	0	1	1
7	115	1	قَالُوا۟	266	They said,	0	0	0
7	115	2	يَٰمُوسَىٰٓ	228	"O Musa!	0	1	0
7	115	3	إِمَّآ	107	Whether	0	0	0
7	115	4	أَن	3	[that]	0	0	0
7	115	5	تُلْقِىَ	5742	you throw	0	1	1
7	115	6	وَإِمَّآ	139	or Whether	0	0	0
7	115	7	أَن	3	[that]	0	0	0
7	115	8	نَّكُونَ	6812	we will be	0	1	0
7	115	9	نَحْنُ	660	[we]	0	0	0
7	115	10	ٱلْمُلْقِينَ	164131	the ones to throw?"	0	1	1
7	116	1	قَالَ	9	He said,	0	0	0
7	116	2	أَلْقُوا۟	26599	"Throw."	3	1	1
7	116	3	فَلَمَّآ	232	Then when	0	0	0
7	116	4	أَلْقَوْا۟	26599	they threw,	0	1	0
7	116	5	سَحَرُوٓا۟	106775	they bewitched	0	0	0
7	116	6	أَعْيُنَ	6926	(the) eyes	0	0	0
7	116	7	ٱلنَّاسِ	78	(of) the people,	0	1	1
7	116	8	وَٱسْتَرْهَبُوهُمْ	141597	and terrified them	0	0	0
7	116	9	وَجَآءُو	37689	and came (up)	0	1	0
7	116	10	بِسِحْرٍ	36576	with a magic	0	0	0
7	116	11	عَظِيمٍ	1341	great.	0	1	1
7	117	1	وَأَوْحَيْنَآ	42044	And We inspired	0	0	0
7	117	2	إِلَىٰ	8	to	0	0	0
7	117	3	مُوسَىٰٓ	228	Musa	0	1	0
7	117	4	أَنْ	3	that,	0	0	0
7	117	5	أَلْقِ	22550	"Throw	0	0	0
7	117	6	عَصَاكَ	51372	your staff,"	3	1	1
7	117	7	فَإِذَا	164	and suddenly	0	0	0
7	117	8	هِىَ	86	it	0	0	0
7	117	9	تَلْقَفُ	48564	swallow(ed)	0	1	0
7	117	10	مَا	11	what	0	0	0
7	117	11	يَأْفِكُونَ	93088	they (were) falsifying.	0	1	1
7	118	1	فَوَقَعَ	6573	So was established	0	0	0
7	118	2	ٱلْحَقُّ	236	the truth,	0	0	0
7	118	3	وَبَطَلَ	19575	and became futile	0	1	0
7	118	4	مَا	11	what	0	0	0
7	118	5	كَانُوا۟	302	they used to	0	0	0
7	118	6	يَعْمَلُونَ	3497	do.	0	1	1
7	119	1	فَغُلِبُوا۟	103074	So they were defeated	0	1	0
7	119	2	هُنَالِكَ	4845	there	0	1	1
7	119	3	وَٱنقَلَبُوا۟	114250	and returned	0	0	0
7	119	4	صَٰغِرِينَ	69637	humiliated.	0	1	1
7	120	1	وَأُلْقِىَ	39666	And fell down	0	0	0
7	120	2	ٱلسَّحَرَةُ	15661	the magicians	0	1	0
7	120	3	سَٰجِدِينَ	40461	prostrate.	0	1	1
7	121	1	قَالُوٓا۟	266	They said,	0	1	0
7	121	2	ءَامَنَّا	4191	"We believe	0	0	0
7	121	3	بِرَبِّ	11908	in (the) Lord	0	0	0
7	121	4	ٱلْعَٰلَمِينَ	1277	(of) the worlds	0	1	1
7	122	1	رَبِّ	393	Lord	0	0	0
7	122	2	مُوسَىٰ	228	(of) Musa	0	0	0
7	122	3	وَهَٰرُونَ	13757	and Harun."	0	1	1
7	123	1	قَالَ	9	Said	0	0	0
7	123	2	فِرْعَوْنُ	2391	Firaun,	0	1	0
7	123	3	ءَامَنتُم	23564	"You believed	0	0	0
7	123	4	بِهِۦ	30	in him	0	1	0
7	123	5	قَبْلَ	74	before	0	0	0
7	123	6	أَنْ	3	[that]	0	0	0
7	123	7	ءَاذَنَ	700	I give permission	0	0	0
7	123	8	لَكُمْ	366	to you.	3	1	1
7	123	9	إِنَّ	3	Indeed,	0	0	0
7	123	10	هَٰذَا	12	this	0	0	0
7	123	11	لَمَكْرٌ	138114	(is) surely a plot	0	1	0
7	123	12	مَّكَرْتُمُوهُ	181869	you have plotted it	0	0	0
7	123	13	فِى	1	in	0	0	0
7	123	14	ٱلْمَدِينَةِ	359	the city	0	1	1
7	123	15	لِتُخْرِجُوا۟	203467	so that you may drive out	0	0	0
7	123	16	مِنْهَآ	98	from it	0	0	0
7	123	17	أَهْلَهَا	1831	its people.	3	1	1
7	123	18	فَسَوْفَ	7513	But soon	0	0	0
7	123	19	تَعْلَمُونَ	4296	you will know.	0	1	1
7	124	1	لَأُقَطِّعَنَّ	102135	I will surely cut off	0	1	0
7	124	2	أَيْدِيَكُمْ	12776	your hands	0	0	0
7	124	3	وَأَرْجُلَكُم	36171	and your feet	0	0	0
7	124	4	مِّنْ	2	of	0	0	0
7	124	5	خِلَٰفٍ	638	opposite (sides).	0	1	1
7	124	6	ثُمَّ	36	Then	0	0	0
7	124	7	لَأُصَلِّبَنَّكُمْ	163216	I will surely crucify you	0	0	0
7	124	8	أَجْمَعِينَ	2662	all."	0	1	1
7	125	1	قَالُوٓا۟	266	They said,	0	0	0
7	125	2	إِنَّآ	94	"Indeed, we	0	0	0
7	125	3	إِلَىٰ	8	to	0	0	0
7	125	4	رَبِّنَا	1228	our Lord	0	0	0
7	125	5	مُنقَلِبُونَ	126391	(will) return.	0	1	1
7	126	1	وَمَا	76	And not	0	0	0
7	126	2	تَنقِمُ	107631	you take revenge	0	0	0
7	126	3	مِنَّآ	1153	from us	0	1	1
7	126	4	إِلَّآ	27	except	0	0	0
7	126	5	أَنْ	3	that	0	0	0
7	126	6	ءَامَنَّا	4191	we believed	0	1	0
7	126	7	بِـَٔايَٰتِ	9810	in (the) Signs	0	0	0
7	126	8	رَبِّنَا	1228	(of) our Lord	0	1	0
7	126	9	لَمَّا	102	when	0	0	0
7	126	10	جَآءَتْنَا	70206	they came to us.	5	1	1
7	126	11	رَبَّنَآ	1228	Our Lord!	0	1	0
7	126	12	أَفْرِغْ	28132	Pour	0	0	0
7	126	13	عَلَيْنَا	607	upon us	0	0	0
7	126	14	صَبْرًا	10766	patience	0	1	1
7	126	15	وَتَوَفَّنَا	71851	and cause us to die	0	1	0
7	126	16	مُسْلِمِينَ	8119	(as) Muslims."	0	1	1
7	127	1	وَقَالَ	48	And said	0	0	0
7	127	2	ٱلْمَلَأُ	7397	the chiefs	0	0	0
7	127	3	مِن	2	of	0	0	0
7	127	4	قَوْمِ	640	(the) people	0	0	0
7	127	5	فِرْعَوْنَ	2391	(of) Firaun,	0	1	1
7	127	6	أَتَذَرُ	139204	"Will you leave	0	0	0
7	127	7	مُوسَىٰ	228	Musa	0	0	0
7	127	8	وَقَوْمَهُۥ	13779	and his people	0	1	1
7	127	9	لِيُفْسِدُوا۟	124039	so that they cause corruption	0	0	0
7	127	10	فِى	1	in	0	0	0
7	127	11	ٱلْأَرْضِ	178	the earth	0	1	1
7	127	12	وَيَذَرَكَ	108562	and forsake you	0	0	0
7	127	13	وَءَالِهَتَكَ	108370	and your gods?"	5	1	1
7	127	14	قَالَ	9	He said,	0	0	0
7	127	15	سَنُقَتِّلُ	140827	"We will kill	0	0	0
7	127	16	أَبْنَآءَهُمْ	23731	their sons	0	1	1
7	127	17	وَنَسْتَحْىِۦ	181591	and we will let live	0	0	0
7	127	18	نِسَآءَهُمْ	32863	their women,	0	1	1
7	127	19	وَإِنَّا	375	and indeed, we	0	0	0
7	127	20	فَوْقَهُمْ	15394	over them	0	0	0
7	127	21	قَٰهِرُونَ	148409	(are) subjugators."	0	1	1
7	128	1	قَالَ	9	Said	0	0	0
7	128	2	مُوسَىٰ	228	Musa	0	0	0
7	128	3	لِقَوْمِهِ	14839	to his people,	0	1	0
